model,tok,train_langs,pair,a,b,same_script,trained_pair,n_trained_in_pair,variant,which_layer,layer,top1_a2b,top1_b2a,mutual_nn,cosine_matched,cosine_nonmatched,cosine_margin,dprime,cka
en-fair,unigram_destarved,en,de-ar,de,ar,0,0,0,centered,best,0,0.0652066,0.0657043,0.0462917,0.0693888,8.32732e-05,0.0693055,1.21922,0.107632
en-fair,unigram_destarved,en,de-zh,de,zh,0,0,0,raw,ref,12,0.14883,0.267297,0.0686909,0.769297,0.701517,0.0677803,1.95252,0.635238
en-fair,unigram_destarved,en,de-zh,de,zh,0,0,0,raw,best,10,0.333997,0.254355,0.108014,0.856162,0.798553,0.0576095,1.68451,0.609581
en-fair,unigram_destarved,en,de-zh,de,zh,0,0,0,centered,ref,12,0.701842,0.661025,0.543554,0.448999,1.78106e-06,0.448997,3.30766,0.632327
en-fair,unigram_destarved,en,de-zh,de,zh,0,0,0,centered,best,13,0.70881,0.687904,0.569935,0.45964,-5.54252e-05,0.459696,3.56376,0.615845
en-fair,unigram_destarved,en,fr-ar,fr,ar,0,0,0,raw,ref,12,0.0119462,0.0129418,0.0024888,0.729423,0.698591,0.0308317,0.771345,0.46119
en-fair,unigram_destarved,en,fr-ar,fr,ar,0,0,0,raw,best,0,0.0403186,0.0253858,0.0194126,0.129463,0.0948156,0.0346469,0.889061,0.10371
en-fair,unigram_destarved,en,fr-ar,fr,ar,0,0,0,centered,ref,12,0.0945744,0.0507715,0.026879,0.231106,4.34342e-05,0.231063,1.51401,0.4519
en-fair,unigram_destarved,en,fr-ar,fr,ar,0,0,0,centered,best,0,0.0642111,0.0637133,0.047785,0.0607241,1.74129e-05,0.0607067,1.13176,0.101897
en-fair,unigram_destarved,en,fr-zh,fr,zh,0,0,0,raw,ref,12,0.232454,0.217521,0.0701842,0.751359,0.677915,0.0734434,2.18117,0.642176
en-fair,unigram_destarved,en,fr-zh,fr,zh,0,0,0,raw,best,10,0.520657,0.261324,0.134893,0.849192,0.78733,0.0618628,1.88906,0.618688
en-fair,unigram_destarved,en,fr-zh,fr,zh,0,0,0,centered,ref,12,0.795421,0.731707,0.644102,0.467636,-6.1137e-05,0.467697,3.65003,0.639246
en-fair,unigram_destarved,en,fr-zh,fr,zh,0,0,0,centered,best,13,0.808362,0.74664,0.679443,0.479533,-0.000107018,0.47964,3.93229,0.630255
en-fair,unigram_destarved,en,ar-zh,ar,zh,0,0,0,raw,ref,12,0.0109507,0.0149328,0.00149328,0.779435,0.748963,0.0304715,0.874083,0.476356
en-fair,unigram_destarved,en,ar-zh,ar,zh,0,0,0,raw,best,0,0.035341,0.0184171,0.010453,0.210795,0.167779,0.0430151,0.85354,0.135475
en-fair,unigram_destarved,en,ar-zh,ar,zh,0,0,0,centered,ref,12,0.0403186,0.0577402,0.0184171,0.243719,-0.000195916,0.243915,1.33333,0.455016
en-fair,unigram_destarved,en,ar-zh,ar,zh,0,0,0,centered,best,0,0.051767,0.0443006,0.0293678,0.0803807,0.000115843,0.0802649,1.1092,0.133816
en-fr-fair-10b,unigram_destarved,en+fr,en-de,en,de,1,0,1,raw,ref,12,0.193629,0.202588,0.131409,0.748855,0.682841,0.0660134,1.9965,0.641659
en-fr-fair-10b,unigram_destarved,en+fr,en-de,en,de,1,0,1,raw,best,0,0.197113,0.254853,0.174216,0.263528,0.123945,0.139583,1.9378,0.237147
en-fr-fair-10b,unigram_destarved,en+fr,en-de,en,de,1,0,1,centered,ref,12,0.783972,0.740169,0.66451,0.385996,-0.000143323,0.38614,4.23644,0.629478
en-fr-fair-10b,unigram_destarved,en+fr,en-de,en,de,1,0,1,centered,best,13,0.768542,0.77103,0.676954,0.383591,-9.17597e-05,0.383683,4.65664,0.594227
en-fr-fair-10b,unigram_destarved,en+fr,en-fr,en,fr,1,1,2,raw,ref,12,0.996516,0.998009,0.99552,0.939476,0.769926,0.16955,5.25882,0.867651
en-fr-fair-10b,unigram_destarved,en+fr,en-fr,en,fr,1,1,2,raw,best,14,0.998507,0.999004,0.998009,0.900916,0.7029,0.198015,5.08484,0.892687
en-fr-fair-10b,unigram_destarved,en+fr,en-fr,en,fr,1,1,2,centered,ref,12,0.999004,0.999004,0.998009,0.777533,-0.000285904,0.777819,7.8788,0.863518
en-fr-fair-10b,unigram_destarved,en+fr,en-fr,en,fr,1,1,2,centered,best,13,0.999004,0.999502,0.999004,0.790655,-0.000208511,0.790864,8.67221,0.878367
en-fr-fair-10b,unigram_destarved,en+fr,en-ar,en,ar,0,0,1,raw,ref,12,0.00398208,0.00597312,0,0.601165,0.583555,0.0176095,0.287786,0.403719
en-fr-fair-10b,unigram_destarved,en+fr,en-ar,en,ar,0,0,1,raw,best,0,0.0169238,0.0313589,0.0134395,0.0669069,0.0321025,0.0348044,0.531448,0.157636
en-fr-fair-10b,unigram_destarved,en+fr,en-ar,en,ar,0,0,1,centered,ref,12,0.0487805,0.0318566,0.0184171,0.121874,-0.000121378,0.121995,1.31544,0.393438
en-fr-fair-10b,unigram_destarved,en+fr,en-ar,en,ar,0,0,1,centered,best,0,0.0686909,0.0637133,0.0487805,0.0608178,-9.37866e-05,0.0609116,1.03164,0.157783
en-fr-fair-10b,unigram_destarved,en+fr,en-zh,en,zh,0,0,1,raw,ref,12,0.106521,0.0841215,0.0308611,0.696024,0.632539,0.0634842,1.70587,0.606309
en-fr-fair-10b,unigram_destarved,en+fr,en-zh,en,zh,0,0,1,raw,best,0,0.0647088,0.0736685,0.0343454,0.0972641,0.0124759,0.0847882,1.29199,0.183266
en-fr-fair-10b,unigram_destarved,en+fr,en-zh,en,zh,0,0,1,centered,ref,12,0.766551,0.648581,0.582877,0.372987,-8.83728e-05,0.373075,3.84939,0.604815
en-fr-fair-10b,unigram_destarved,en+fr,en-zh,en,zh,0,0,1,centered,best,13,0.752115,0.705824,0.624689,0.379638,-0.000109014,0.379747,4.33714,0.599886
en-fr-fair-10b,unigram_destarved,en+fr,de-fr,de,fr,1,0,1,raw,ref,12,0.147337,0.196615,0.100548,0.728262,0.666657,0.0616051,1.92891,0.606593
en-fr-fair-10b,unigram_destarved,en+fr,de-fr,de,fr,1,0,1,raw,best,1,0.155301,0.134893,0.114485,0.403424,0.32702,0.0764044,2.159,0.270125
en-fr-fair-10b,unigram_destarved,en+fr,de-fr,de,fr,1,0,1,centered,ref,12,0.665505,0.720259,0.576904,0.359384,-0.000115628,0.359499,3.91756,0.594845
en-fr-fair-10b,unigram_destarved,en+fr,de-fr,de,fr,1,0,1,centered,best,13,0.704828,0.711299,0.605774,0.359336,-7.53714e-05,0.359411,4.37482,0.561331
en-fr-fair-10b,unigram_destarved,en+fr,de-ar,de,ar,0,0,0,raw,ref,12,0.0114485,0.00647088,0.0024888,0.798072,0.776068,0.022004,0.717395,0.488543
en-fr-fair-10b,unigram_destarved,en+fr,de-ar,de,ar,0,0,0,raw,best,0,0.0253858,0.0238925,0.0129418,0.218527,0.182189,0.0363381,0.701989,0.13233
en-fr-fair-10b,unigram_destarved,en+fr,de-ar,de,ar,0,0,0,centered,ref,12,0.039323,0.0333499,0.0159283,0.194418,0.000364261,0.194054,1.26144,0.459515
en-fr-fair-10b,unigram_destarved,en+fr,de-ar,de,ar,0,0,0,centered,best,0,0.0492782,0.0472872,0.0333499,0.0685906,0.000183804,0.0684068,0.965877,0.129538
en-fr-fair-10b,unigram_destarved,en+fr,de-zh,de,zh,0,0,0,raw,ref,12,0.0841215,0.115978,0.0343454,0.812896,0.765647,0.0472489,1.57264,0.574712
en-fr-fair-10b,unigram_destarved,en+fr,de-zh,de,zh,0,0,0,raw,best,12,0.0841215,0.115978,0.0343454,0.812896,0.765647,0.0472489,1.57264,0.574712
en-fr-fair-10b,unigram_destarved,en+fr,de-zh,de,zh,0,0,0,centered,ref,12,0.363863,0.325037,0.223992,0.351531,8.01738e-05,0.351451,2.56618,0.561785
en-fr-fair-10b,unigram_destarved,en+fr,de-zh,de,zh,0,0,0,centered,best,14,0.403186,0.385764,0.284221,0.344634,-3.52765e-05,0.344669,3.1189,0.527019
en-fr-fair-10b,unigram_destarved,en+fr,fr-ar,fr,ar,0,0,1,raw,ref,12,0.00298656,0.0024888,0,0.57936,0.562733,0.016627,0.335778,0.376059
en-fr-fair-10b,unigram_destarved,en+fr,fr-ar,fr,ar,0,0,1,raw,best,0,0.0139373,0.0238925,0.0109507,0.0450252,0.0203724,0.0246528,0.399147,0.121815
en-fr-fair-10b,unigram_destarved,en+fr,fr-ar,fr,ar,0,0,1,centered,ref,12,0.0467894,0.0273768,0.0194126,0.115011,-5.50484e-05,0.115066,1.28515,0.365564
en-fr-fair-10b,unigram_destarved,en+fr,fr-ar,fr,ar,0,0,1,centered,best,0,0.0537581,0.049776,0.039323,0.0440267,-8.83904e-05,0.0441151,0.796396,0.12131
en-fr-fair-10b,unigram_destarved,en+fr,fr-zh,fr,zh,0,0,1,raw,ref,12,0.101543,0.0472872,0.0179194,0.667514,0.607655,0.0598594,1.77568,0.570285
en-fr-fair-10b,unigram_destarved,en+fr,fr-zh,fr,zh,0,0,1,raw,best,0,0.0438029,0.0567446,0.0253858,0.0675793,-0.000710814,0.0682901,1.02538,0.155487
en-fr-fair-10b,unigram_destarved,en+fr,fr-zh,fr,zh,0,0,1,centered,ref,12,0.728721,0.614734,0.545047,0.351343,-0.00010093,0.351444,3.73716,0.571303
en-fr-fair-10b,unigram_destarved,en+fr,fr-zh,fr,zh,0,0,1,centered,best,13,0.720757,0.674963,0.591837,0.360167,-0.000107989,0.360275,4.26306,0.571494
en-fr-fair-10b,unigram_destarved,en+fr,ar-zh,ar,zh,0,0,0,raw,ref,12,0.00597312,0.0134395,0.00149328,0.834397,0.810267,0.0241304,0.714841,0.485736
en-fr-fair-10b,unigram_destarved,en+fr,ar-zh,ar,zh,0,0,0,raw,best,0,0.0233947,0.0159283,0.00846192,0.229726,0.192721,0.0370043,0.659872,0.147209
en-fr-fair-10b,unigram_destarved,en+fr,ar-zh,ar,zh,0,0,0,centered,ref,12,0.0303634,0.0313589,0.0134395,0.209863,5.7191e-05,0.209806,1.22865,0.45035
en-fr-fair-10b,unigram_destarved,en+fr,ar-zh,ar,zh,0,0,0,centered,best,0,0.0423096,0.037332,0.0243902,0.0762478,0.000297541,0.0759503,0.916374,0.145346
en-fr-fair-15b,unigram_destarved,en+fr,en-de,en,de,1,0,1,raw,ref,12,0.313091,0.301145,0.203086,0.736075,0.653611,0.0824645,2.43441,0.651997
en-fr-fair-15b,unigram_destarved,en+fr,en-de,en,de,1,0,1,raw,best,0,0.242907,0.276257,0.203584,0.245904,0.0957993,0.150105,2.4519,0.248678
en-fr-fair-15b,unigram_destarved,en+fr,en-de,en,de,1,0,1,centered,ref,12,0.844699,0.828771,0.757093,0.417201,-0.000155933,0.417357,4.59666,0.641789
en-fr-fair-15b,unigram_destarved,en+fr,en-de,en,de,1,0,1,centered,best,12,0.844699,0.828771,0.757093,0.417201,-0.000155933,0.417357,4.59666,0.641789
en-fr-fair-15b,unigram_destarved,en+fr,en-fr,en,fr,1,1,2,raw,ref,12,0.998507,0.999004,0.997511,0.930098,0.732452,0.197646,5.53741,0.874221
en-fr-fair-15b,unigram_destarved,en+fr,en-fr,en,fr,1,1,2,raw,best,13,0.999502,0.999004,0.998507,0.922244,0.706751,0.215493,5.41466,0.889618
en-fr-fair-15b,unigram_destarved,en+fr,en-fr,en,fr,1,1,2,centered,ref,12,0.999004,0.999004,0.998009,0.784943,-0.000296059,0.785239,8.12013,0.871486
en-fr-fair-15b,unigram_destarved,en+fr,en-fr,en,fr,1,1,2,centered,best,13,1,0.999502,0.999502,0.796831,-0.000199645,0.797031,8.82216,0.885134
en-fr-fair-15b,unigram_destarved,en+fr,en-ar,en,ar,0,0,1,raw,ref,12,0.00696864,0.00647088,0.00199104,0.614882,0.592925,0.021957,0.58902,0.390595
en-fr-fair-15b,unigram_destarved,en+fr,en-ar,en,ar,0,0,1,raw,best,0,0.0283723,0.0328522,0.0189149,0.0522267,0.0124464,0.0397803,0.749409,0.16371
en-fr-fair-15b,unigram_destarved,en+fr,en-ar,en,ar,0,0,1,centered,ref,12,0.0607267,0.0333499,0.0169238,0.139515,-4.89281e-05,0.139564,1.44618,0.380832
en-fr-fair-15b,unigram_destarved,en+fr,en-ar,en,ar,0,0,1,centered,best,0,0.074664,0.0741663,0.0552514,0.0651031,-5.12851e-05,0.0651544,1.17933,0.163117
en-fr-fair-15b,unigram_destarved,en+fr,en-zh,en,zh,0,0,1,raw,ref,12,0.28671,0.3111,0.137382,0.706017,0.62123,0.0847872,2.38273,0.595901
en-fr-fair-15b,unigram_destarved,en+fr,en-zh,en,zh,0,0,1,raw,best,12,0.28671,0.3111,0.137382,0.706017,0.62123,0.0847872,2.38273,0.595901
en-fr-fair-15b,unigram_destarved,en+fr,en-zh,en,zh,0,0,1,centered,ref,12,0.867098,0.783474,0.736685,0.426671,-0.000138063,0.426809,4.35356,0.599412
en-fr-fair-15b,unigram_destarved,en+fr,en-zh,en,zh,0,0,1,centered,best,13,0.852663,0.826282,0.765555,0.434087,-9.22125e-05,0.434179,4.8529,0.598455
en-fr-fair-15b,unigram_destarved,en+fr,de-fr,de,fr,1,0,1,raw,ref,12,0.267297,0.298656,0.169238,0.718775,0.642177,0.0765978,2.38873,0.623295
en-fr-fair-15b,unigram_destarved,en+fr,de-fr,de,fr,1,0,1,raw,best,12,0.267297,0.298656,0.169238,0.718775,0.642177,0.0765978,2.38873,0.623295
en-fr-fair-15b,unigram_destarved,en+fr,de-fr,de,fr,1,0,1,centered,ref,12,0.763066,0.785465,0.67994,0.391566,-0.000108618,0.391674,4.278,0.613236
en-fr-fair-15b,unigram_destarved,en+fr,de-fr,de,fr,1,0,1,centered,best,13,0.790443,0.77103,0.694375,0.389339,-1.31195e-05,0.389352,4.72999,0.576033
en-fr-fair-15b,unigram_destarved,en+fr,de-ar,de,ar,0,0,0,raw,ref,12,0.0233947,0.00647088,0.00298656,0.80021,0.774217,0.0259935,0.892284,0.459084
en-fr-fair-15b,unigram_destarved,en+fr,de-ar,de,ar,0,0,0,raw,best,0,0.0323544,0.0278746,0.0189149,0.205939,0.165354,0.0405854,0.835938,0.133257
en-fr-fair-15b,unigram_destarved,en+fr,de-ar,de,ar,0,0,0,centered,ref,12,0.0552514,0.0363365,0.0199104,0.213409,0.000593568,0.212816,1.38294,0.43652
en-fr-fair-15b,unigram_destarved,en+fr,de-ar,de,ar,0,0,0,centered,best,0,0.0507715,0.0557491,0.0383275,0.0729932,0.000164245,0.0728289,1.10554,0.128965
en-fr-fair-15b,unigram_destarved,en+fr,de-zh,de,zh,0,0,0,raw,ref,12,0.11548,0.21553,0.0676954,0.80564,0.746809,0.0588309,1.76084,0.557535
en-fr-fair-15b,unigram_destarved,en+fr,de-zh,de,zh,0,0,0,raw,best,12,0.11548,0.21553,0.0676954,0.80564,0.746809,0.0588309,1.76084,0.557535
en-fr-fair-15b,unigram_destarved,en+fr,de-zh,de,zh,0,0,0,centered,ref,12,0.475859,0.43554,0.32454,0.37829,4.09443e-05,0.378249,2.8469,0.549869
en-fr-fair-15b,unigram_destarved,en+fr,de-zh,de,zh,0,0,0,centered,best,14,0.524639,0.490294,0.392733,0.369777,0.000134247,0.369643,3.41356,0.533523
en-fr-fair-15b,unigram_destarved,en+fr,fr-ar,fr,ar,0,0,1,raw,ref,12,0.00597312,0.00398208,0.00049776,0.604472,0.583879,0.0205929,0.68744,0.364182
en-fr-fair-15b,unigram_destarved,en+fr,fr-ar,fr,ar,0,0,1,raw,best,0,0.0204082,0.0253858,0.0139373,0.0279755,-0.0009276,0.0289031,0.578445,0.128563
en-fr-fair-15b,unigram_destarved,en+fr,fr-ar,fr,ar,0,0,1,centered,ref,12,0.0587357,0.0343454,0.0204082,0.132342,5.81504e-05,0.132284,1.40899,0.354073
en-fr-fair-15b,unigram_destarved,en+fr,fr-ar,fr,ar,0,0,1,centered,best,0,0.0587357,0.0567446,0.0457939,0.0479354,-4.8334e-05,0.0479838,0.897075,0.127609
en-fr-fair-15b,unigram_destarved,en+fr,fr-zh,fr,zh,0,0,1,raw,ref,12,0.225485,0.205077,0.0836237,0.680867,0.602028,0.0788392,2.35204,0.563148
en-fr-fair-15b,unigram_destarved,en+fr,fr-zh,fr,zh,0,0,1,raw,best,12,0.225485,0.205077,0.0836237,0.680867,0.602028,0.0788392,2.35204,0.563148
en-fr-fair-15b,unigram_destarved,en+fr,fr-zh,fr,zh,0,0,1,centered,ref,12,0.828273,0.73768,0.680438,0.401351,-0.000131312,0.401482,4.23626,0.569412
en-fr-fair-15b,unigram_destarved,en+fr,fr-zh,fr,zh,0,0,1,centered,best,13,0.818318,0.798407,0.727725,0.410121,-8.06708e-05,0.410202,4.76855,0.572754
en-fr-fair-15b,unigram_destarved,en+fr,ar-zh,ar,zh,0,0,0,raw,ref,12,0.00647088,0.0194126,0.00199104,0.819756,0.792164,0.0275913,0.75514,0.446468
en-fr-fair-15b,unigram_destarved,en+fr,ar-zh,ar,zh,0,0,0,raw,best,0,0.0298656,0.0159283,0.00945744,0.210988,0.172225,0.0387632,0.742138,0.145218
en-fr-fair-15b,unigram_destarved,en+fr,ar-zh,ar,zh,0,0,0,centered,ref,12,0.0398208,0.0472872,0.0169238,0.219984,0.0001143,0.21987,1.28724,0.419005
en-fr-fair-15b,unigram_destarved,en+fr,ar-zh,ar,zh,0,0,0,centered,best,0,0.0467894,0.0388253,0.026879,0.0758806,0.000161229,0.0757194,0.990208,0.143658
en-fr-fair-23b,unigram_destarved,en+fr,en-de,en,de,1,0,1,raw,ref,12,0.40667,0.401195,0.260329,0.798743,0.708868,0.0898753,2.18578,0.671983
en-fr-fair-23b,unigram_destarved,en+fr,en-de,en,de,1,0,1,raw,best,12,0.40667,0.401195,0.260329,0.798743,0.708868,0.0898753,2.18578,0.671983
en-fr-fair-23b,unigram_destarved,en+fr,en-de,en,de,1,0,1,centered,ref,12,0.842708,0.754107,0.682927,0.471268,7.27136e-05,0.471195,4.02244,0.671184
en-fr-fair-23b,unigram_destarved,en+fr,en-de,en,de,1,0,1,centered,best,13,0.8223,0.772026,0.694375,0.464854,-0.000157154,0.465011,4.3699,0.644385
en-fr-fair-23b,unigram_destarved,en+fr,en-fr,en,fr,1,1,2,raw,ref,12,0.982081,0.995022,0.98009,0.932395,0.743705,0.18869,4.18223,0.806705
en-fr-fair-23b,unigram_destarved,en+fr,en-fr,en,fr,1,1,2,raw,best,14,0.994525,0.997511,0.993031,0.872607,0.646125,0.226482,4.85987,0.855166
en-fr-fair-23b,unigram_destarved,en+fr,en-fr,en,fr,1,1,2,centered,ref,12,0.994525,0.997013,0.992036,0.787102,-9.77388e-05,0.7872,6.86621,0.814116
en-fr-fair-23b,unigram_destarved,en+fr,en-fr,en,fr,1,1,2,centered,best,15,0.998507,0.999502,0.998009,0.758563,7.23773e-05,0.75849,8.92959,0.862237
en-fr-fair-23b,unigram_destarved,en+fr,en-ar,en,ar,0,0,1,raw,ref,12,0.0134395,0.00895968,0.00348432,0.708532,0.673875,0.0346568,0.563739,0.543743
en-fr-fair-23b,unigram_destarved,en+fr,en-ar,en,ar,0,0,1,raw,best,0,0.0408163,0.0383275,0.024888,0.0548792,0.0108959,0.0439832,1.01491,0.154484
en-fr-fair-23b,unigram_destarved,en+fr,en-ar,en,ar,0,0,1,centered,ref,12,0.0866103,0.0273768,0.0149328,0.198428,-3.57354e-06,0.198431,1.4067,0.519555
en-fr-fair-23b,unigram_destarved,en+fr,en-ar,en,ar,0,0,1,centered,best,0,0.0821304,0.0771528,0.0587357,0.0674556,-4.19961e-05,0.0674976,1.30276,0.154589
en-fr-fair-23b,unigram_destarved,en+fr,en-zh,en,zh,0,0,1,raw,ref,12,0.167247,0.36436,0.140866,0.753741,0.662606,0.0911348,1.99349,0.572932
en-fr-fair-23b,unigram_destarved,en+fr,en-zh,en,zh,0,0,1,raw,best,14,0.442509,0.260826,0.191638,0.744207,0.65132,0.0928876,3.1946,0.600484
en-fr-fair-23b,unigram_destarved,en+fr,en-zh,en,zh,0,0,1,centered,ref,12,0.830264,0.864111,0.758089,0.466738,-0.000257958,0.466996,4.45486,0.590372
en-fr-fair-23b,unigram_destarved,en+fr,en-zh,en,zh,0,0,1,centered,best,13,0.836237,0.877551,0.781483,0.475102,-0.000169455,0.475272,4.89295,0.594411
en-fr-fair-23b,unigram_destarved,en+fr,de-fr,de,fr,1,0,1,raw,ref,12,0.272275,0.451468,0.205077,0.775768,0.689666,0.0861023,1.93168,0.652326
en-fr-fair-23b,unigram_destarved,en+fr,de-fr,de,fr,1,0,1,raw,best,12,0.272275,0.451468,0.205077,0.775768,0.689666,0.0861023,1.93168,0.652326
en-fr-fair-23b,unigram_destarved,en+fr,de-fr,de,fr,1,0,1,centered,ref,12,0.701344,0.797909,0.614734,0.44385,-2.331e-05,0.443874,3.74026,0.651476
en-fr-fair-23b,unigram_destarved,en+fr,de-fr,de,fr,1,0,1,centered,best,14,0.742658,0.76008,0.648581,0.427238,0.000105616,0.427132,4.53757,0.588906
en-fr-fair-23b,unigram_destarved,en+fr,de-ar,de,ar,0,0,0,raw,ref,12,0.0233947,0.0129418,0.00398208,0.833625,0.796025,0.0375999,0.812289,0.564988
en-fr-fair-23b,unigram_destarved,en+fr,de-ar,de,ar,0,0,0,raw,best,0,0.0358387,0.0328522,0.022897,0.168713,0.126692,0.0420208,0.928344,0.133927
en-fr-fair-23b,unigram_destarved,en+fr,de-ar,de,ar,0,0,0,centered,ref,12,0.0612245,0.0328522,0.014435,0.268246,0.000113535,0.268133,1.3349,0.542832
en-fr-fair-23b,unigram_destarved,en+fr,de-ar,de,ar,0,0,0,centered,best,0,0.0627178,0.0567446,0.0438029,0.0738499,0.000104696,0.0737452,1.19948,0.130398
en-fr-fair-23b,unigram_destarved,en+fr,de-zh,de,zh,0,0,0,raw,ref,12,0.0756595,0.147337,0.0532603,0.811262,0.749386,0.0618753,1.48813,0.503423
en-fr-fair-23b,unigram_destarved,en+fr,de-zh,de,zh,0,0,0,raw,best,12,0.0756595,0.147337,0.0532603,0.811262,0.749386,0.0618753,1.48813,0.503423
en-fr-fair-23b,unigram_destarved,en+fr,de-zh,de,zh,0,0,0,centered,ref,12,0.456446,0.560478,0.358885,0.393358,-8.35795e-05,0.393441,2.97132,0.519286
en-fr-fair-23b,unigram_destarved,en+fr,de-zh,de,zh,0,0,0,centered,best,14,0.498756,0.579393,0.420607,0.393257,0.000301174,0.392956,3.4452,0.494336
en-fr-fair-23b,unigram_destarved,en+fr,fr-ar,fr,ar,0,0,1,raw,ref,12,0.0154306,0.00447984,0.00099552,0.692241,0.659244,0.0329968,0.712008,0.500142
en-fr-fair-23b,unigram_destarved,en+fr,fr-ar,fr,ar,0,0,1,raw,best,0,0.0288701,0.0253858,0.0189149,0.0312664,-0.00196766,0.0332341,0.819584,0.122997
en-fr-fair-23b,unigram_destarved,en+fr,fr-ar,fr,ar,0,0,1,centered,ref,12,0.0806371,0.0219014,0.0129418,0.187082,5.78399e-06,0.187077,1.37787,0.480016
en-fr-fair-23b,unigram_destarved,en+fr,fr-ar,fr,ar,0,0,1,centered,best,0,0.0607267,0.060229,0.0452962,0.0517797,-3.66716e-05,0.0518163,1.01587,0.122476
en-fr-fair-23b,unigram_destarved,en+fr,fr-zh,fr,zh,0,0,1,raw,ref,12,0.248382,0.445495,0.189149,0.748565,0.660742,0.0878227,2.20985,0.56683
en-fr-fair-23b,unigram_destarved,en+fr,fr-zh,fr,zh,0,0,1,raw,best,13,0.381782,0.312096,0.204082,0.733176,0.641137,0.0920391,2.75148,0.582495
en-fr-fair-23b,unigram_destarved,en+fr,fr-zh,fr,zh,0,0,1,centered,ref,12,0.799403,0.829766,0.715779,0.441737,-0.00019327,0.44193,4.34024,0.580838
en-fr-fair-23b,unigram_destarved,en+fr,fr-zh,fr,zh,0,0,1,centered,best,13,0.805376,0.857143,0.748133,0.449036,-0.000101833,0.449138,4.81477,0.591574
en-fr-fair-23b,unigram_destarved,en+fr,ar-zh,ar,zh,0,0,0,raw,ref,12,0.00398208,0.0134395,0.00298656,0.807445,0.778276,0.0291692,0.584704,0.376285
en-fr-fair-23b,unigram_destarved,en+fr,ar-zh,ar,zh,0,0,0,raw,best,0,0.0328522,0.0214037,0.0119462,0.214756,0.170355,0.044401,0.83672,0.150079
en-fr-fair-23b,unigram_destarved,en+fr,ar-zh,ar,zh,0,0,0,centered,ref,12,0.0313589,0.0647088,0.014435,0.209037,9.73316e-05,0.20894,1.32036,0.36445
en-fr-fair-23b,unigram_destarved,en+fr,ar-zh,ar,zh,0,0,0,centered,best,0,0.0522648,0.0472872,0.0263813,0.0832514,8.11576e-05,0.0831703,1.14434,0.148872
en-fr-fair-2b,unigram_destarved,en+fr,en-de,en,de,1,0,1,raw,ref,12,0.0617222,0.024888,0.0164261,0.892989,0.880697,0.0122924,0.927856,0.544688
en-fr-fair-2b,unigram_destarved,en+fr,en-de,en,de,1,0,1,raw,best,0,0.15331,0.237929,0.135889,0.242274,0.133704,0.108569,1.24084,0.227848
en-fr-fair-2b,unigram_destarved,en+fr,en-de,en,de,1,0,1,centered,ref,12,0.33549,0.280737,0.223494,0.254846,0.000278847,0.254567,2.53183,0.521427
en-fr-fair-2b,unigram_destarved,en+fr,en-de,en,de,1,0,1,centered,best,1,0.336984,0.337481,0.30214,0.180455,-9.68791e-05,0.180552,2.96236,0.234169
en-fr-fair-2b,unigram_destarved,en+fr,en-fr,en,fr,1,1,2,raw,ref,12,0.991538,0.98009,0.976108,0.976984,0.931588,0.0453959,4.19952,0.835249
en-fr-fair-2b,unigram_destarved,en+fr,en-fr,en,fr,1,1,2,raw,best,13,0.995022,0.990045,0.987058,0.969729,0.907325,0.0624041,4.60441,0.850082
en-fr-fair-2b,unigram_destarved,en+fr,en-fr,en,fr,1,1,2,centered,ref,12,0.995022,0.997511,0.993031,0.719025,-9.02138e-05,0.719115,6.01913,0.832779
en-fr-fair-2b,unigram_destarved,en+fr,en-fr,en,fr,1,1,2,centered,best,14,0.998507,0.997511,0.996018,0.738261,-7.02012e-05,0.738331,7.32176,0.855412
en-fr-fair-2b,unigram_destarved,en+fr,en-ar,en,ar,0,0,1,raw,ref,12,0.00398208,0.00149328,0,0.778753,0.772308,0.00644505,0.215579,0.377448
en-fr-fair-2b,unigram_destarved,en+fr,en-ar,en,ar,0,0,1,raw,best,0,0.0164261,0.0288701,0.0154306,0.0135244,-0.0132853,0.0268097,0.39486,0.165417
en-fr-fair-2b,unigram_destarved,en+fr,en-ar,en,ar,0,0,1,centered,ref,12,0.0233947,0.0134395,0.0074664,0.114788,0.000326241,0.114462,0.955457,0.34102
en-fr-fair-2b,unigram_destarved,en+fr,en-ar,en,ar,0,0,1,centered,best,0,0.0711797,0.0686909,0.0522648,0.0474535,-7.49228e-05,0.0475284,0.938257,0.1672
en-fr-fair-2b,unigram_destarved,en+fr,en-zh,en,zh,0,0,1,raw,ref,12,0.00696864,0.0049776,0.0024888,0.790347,0.782734,0.00761251,0.220613,0.388757
en-fr-fair-2b,unigram_destarved,en+fr,en-zh,en,zh,0,0,1,raw,best,0,0.0368342,0.0338477,0.0204082,0.100852,0.0662874,0.0345647,0.462423,0.162979
en-fr-fair-2b,unigram_destarved,en+fr,en-zh,en,zh,0,0,1,centered,ref,12,0.0507715,0.0318566,0.0174216,0.134417,0.000108547,0.134309,1.15158,0.361176
en-fr-fair-2b,unigram_destarved,en+fr,en-zh,en,zh,0,0,1,centered,best,0,0.0881035,0.0666999,0.0567446,0.0578314,-8.30623e-05,0.0579144,1.05063,0.165554
